round_num,start,freeze_end,end,official_end,winner,reason,bomb_plant,bomb_site,CT_team_clan_name,T_team_clan_name,winner_clan_name,CT_team_current_equip_value,T_team_current_equip_value,ct_losing_streak,t_losing_streak,CT_buy_type,T_buy_type,5v4_advantage,demo_file_name
20,176991,180469,185215,185215,ct,bomb_defused,184652,bombsite_b,Team Liquid,MOUZ,Team Liquid,30850,10750,0,2,Full Buy,Semi-Buy,ct,mouz-vs-liquid-m1-nuke.dem
1,1,1267,3500,3820,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,4250,4300,0,0,Pistol,Pistol,t,mouz-vs-liquid-m2-ancient.dem
2,3820,5100,6392,6712,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,18450,1400,0,2,Semi-Buy,Full Eco,ct,mouz-vs-liquid-m2-ancient.dem
3,6712,7992,10485,10805,t,ct_killed,,not_planted,Team Liquid,MOUZ,MOUZ,20650,23400,0,3,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
4,10805,12085,19305,19625,t,bomb_exploded,16681,bombsite_b,Team Liquid,MOUZ,MOUZ,21850,25300,1,1,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
5,19625,20905,28113,28433,t,bomb_exploded,25489,bombsite_b,Team Liquid,MOUZ,MOUZ,8500,23650,2,0,Semi-Eco,Full Buy,ct,mouz-vs-liquid-m2-ancient.dem
6,28433,29713,36046,36366,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,25200,27350,3,0,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
7,36366,40206,42991,43311,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,29200,26600,1,1,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
8,43311,44591,49311,49631,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,29950,2200,0,2,Full Buy,Full Eco,ct,mouz-vs-liquid-m2-ancient.dem
9,49631,50911,57502,57822,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,30550,23650,0,3,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
10,57822,61408,65663,65983,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,31150,9600,0,4,Full Buy,Semi-Eco,ct,mouz-vs-liquid-m2-ancient.dem
11,65983,67263,71057,71377,ct,t_killed,,not_planted,Team Liquid,MOUZ,Team Liquid,30950,24000,0,5,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
12,71377,72657,77010,77554,ct,bomb_defused,74819,bombsite_b,Team Liquid,MOUZ,Team Liquid,31250,18750,0,6,Full Buy,Semi-Buy,ct,mouz-vs-liquid-m2-ancient.dem
13,77554,91654,97446,97766,t,ct_killed,95758,bombsite_b,MOUZ,Team Liquid,Team Liquid,4500,4850,1,1,Pistol,Pistol,t,mouz-vs-liquid-m2-ancient.dem
14,97766,99046,104294,104614,t,ct_killed,103204,bombsite_b,MOUZ,Team Liquid,Team Liquid,1000,18550,2,0,Full Eco,Semi-Buy,t,mouz-vs-liquid-m2-ancient.dem
15,104614,105894,110652,110972,t,ct_killed,109195,bombsite_b,MOUZ,Team Liquid,Team Liquid,23900,20500,3,0,Full Buy,Full Buy,ct,mouz-vs-liquid-m2-ancient.dem
16,110972,114264,118939,119259,ct,bomb_defused,118115,bombsite_b,MOUZ,Team Liquid,MOUZ,16200,25900,4,0,Semi-Buy,Full Buy,ct,mouz-vs-liquid-m2-ancient.dem
17,119259,120539,126304,126624,ct,t_killed,,not_planted,MOUZ,Team Liquid,MOUZ,23500,25200,2,1,Full Buy,Full Buy,t,mouz-vs-liquid-m2-ancient.dem
18,126624,127904,131663,131983,ct,t_killed,,not_planted,MOUZ,Team Liquid,MOUZ,22850,12300,1,2,Full Buy,Semi-Buy,ct,mouz-vs-liquid-m2-ancient.dem
19,131983,133263,135061,135381,ct,t_killed,,not_planted,MOUZ,Team Liquid,MOUZ,25800,5100,0,3,Full Buy,Semi-Eco,ct,mouz-vs-liquid-m2-ancient.dem
20,135381,138581,144989,144989,t,ct_killed,142957,bombsite_b,MOUZ,Team Liquid,Team Liquid,31650,24200,0,4,Full Buy,Full Buy,ct,mouz-vs-liquid-m2-ancient.dem
1,1,1267,3682,4002,t,ct_killed,3533,bombsite_b,Natus Vincere,FURIA,FURIA,4550,4750,0,0,Pistol,Pistol,t,natus-vincere-vs-furia-m1-dust2.dem
2,4002,5282,11776,12096,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,9850,20250,2,0,Semi-Eco,Full Buy,ct,natus-vincere-vs-furia-m1-dust2.dem
3,12096,13376,19097,19417,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,26250,6800,0,1,Full Buy,Semi-Eco,t,natus-vincere-vs-furia-m1-dust2.dem
4,19417,20697,22420,22740,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,24550,1100,0,2,Full Buy,Full Eco,t,natus-vincere-vs-furia-m1-dust2.dem
5,22740,24020,31380,31700,ct,time_ran_out,,not_planted,Natus Vincere,FURIA,Natus Vincere,28550,24250,0,3,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m1-dust2.dem
6,31700,32980,39754,40074,t,bomb_exploded,37130,bombsite_b,Natus Vincere,FURIA,FURIA,29850,5900,0,4,Full Buy,Semi-Eco,t,natus-vincere-vs-furia-m1-dust2.dem
7,40074,41354,47734,48054,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,29850,24400,1,2,Full Buy,Full Buy,t,natus-vincere-vs-furia-m1-dust2.dem
8,48054,49334,52498,52818,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,30050,3750,0,3,Full Buy,Full Eco,ct,natus-vincere-vs-furia-m1-dust2.dem
9,52818,56753,60430,60750,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,30850,21950,0,4,Full Buy,Full Buy,t,natus-vincere-vs-furia-m1-dust2.dem
10,60750,62030,69281,69601,ct,bomb_defused,67554,bombsite_b,Natus Vincere,FURIA,Natus Vincere,30850,8850,0,5,Full Buy,Semi-Eco,ct,natus-vincere-vs-furia-m1-dust2.dem
11,69601,70881,75827,76147,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,31650,26600,0,6,Full Buy,Full Buy,t,natus-vincere-vs-furia-m1-dust2.dem
12,76147,77427,84104,84648,t,ct_killed,82436,bombsite_b,Natus Vincere,FURIA,FURIA,32250,20950,0,7,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m1-dust2.dem
13,84648,99410,102431,102751,ct,t_killed,,not_planted,FURIA,Natus Vincere,FURIA,5850,5250,1,1,Pistol,Pistol,t,natus-vincere-vs-furia-m1-dust2.dem
14,102751,104031,112701,113021,ct,bomb_defused,111373,bombsite_b,FURIA,Natus Vincere,FURIA,20100,2800,0,2,Full Buy,Full Eco,t,natus-vincere-vs-furia-m1-dust2.dem
15,113021,114301,121092,121412,t,bomb_exploded,118468,bombsite_b,FURIA,Natus Vincere,Natus Vincere,24450,25100,0,3,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m1-dust2.dem
16,121412,122692,128252,128572,t,ct_killed,,not_planted,FURIA,Natus Vincere,Natus Vincere,21700,25400,1,1,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m1-dust2.dem
17,128572,129852,135595,135915,t,ct_killed,,not_planted,FURIA,Natus Vincere,Natus Vincere,1000,27350,2,0,Full Eco,Full Buy,t,natus-vincere-vs-furia-m1-dust2.dem
18,135915,137195,144296,144296,t,ct_killed,,not_planted,FURIA,Natus Vincere,Natus Vincere,23450,26550,3,0,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m1-dust2.dem
1,1,1266,6476,6796,t,bomb_exploded,3852,bombsite_b,FURIA,Natus Vincere,Natus Vincere,4200,4250,0,0,Pistol,Pistol,t,natus-vincere-vs-furia-m2-mirage.dem
2,6796,8076,15855,16175,t,bomb_exploded,13231,bombsite_b,FURIA,Natus Vincere,Natus Vincere,11750,20950,2,0,Semi-Buy,Full Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
3,16175,17455,23985,24305,t,ct_killed,22631,bombsite_b,FURIA,Natus Vincere,Natus Vincere,8050,21250,3,0,Semi-Eco,Full Buy,t,natus-vincere-vs-furia-m2-mirage.dem
4,24305,25585,30654,30974,t,bomb_exploded,28030,bombsite_b,FURIA,Natus Vincere,Natus Vincere,27500,25200,4,0,Full Buy,Full Buy,t,natus-vincere-vs-furia-m2-mirage.dem
5,30974,32254,38399,38719,t,bomb_exploded,35775,bombsite_b,FURIA,Natus Vincere,Natus Vincere,21100,25500,5,0,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
6,38719,39999,47408,47728,t,ct_killed,46016,bombsite_b,FURIA,Natus Vincere,Natus Vincere,29350,27650,6,0,Full Buy,Full Buy,t,natus-vincere-vs-furia-m2-mirage.dem
7,47728,51300,60787,61107,t,bomb_exploded,58163,bombsite_b,FURIA,Natus Vincere,Natus Vincere,15350,26750,7,0,Semi-Buy,Full Buy,t,natus-vincere-vs-furia-m2-mirage.dem
8,61107,62387,68648,68968,t,ct_killed,68639,bombsite_b,FURIA,Natus Vincere,Natus Vincere,27550,27750,8,0,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
9,68968,72704,77617,77937,ct,t_killed,,not_planted,FURIA,Natus Vincere,FURIA,12500,27650,9,0,Semi-Buy,Full Buy,t,natus-vincere-vs-furia-m2-mirage.dem
10,77937,81972,89685,90005,t,bomb_exploded,87061,bombsite_b,FURIA,Natus Vincere,Natus Vincere,31050,27050,3,1,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
11,90005,91285,99925,100245,t,bomb_exploded,97301,bombsite_b,FURIA,Natus Vincere,Natus Vincere,31150,25050,4,0,Full Buy,Full Buy,t,natus-vincere-vs-furia-m2-mirage.dem
12,100245,101525,107656,108200,t,ct_killed,107014,bombsite_b,FURIA,Natus Vincere,Natus Vincere,25250,27850,5,0,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
13,108200,123045,126570,126890,t,ct_killed,124989,bombsite_b,Natus Vincere,FURIA,FURIA,4850,4000,1,1,Pistol,Pistol,t,natus-vincere-vs-furia-m2-mirage.dem
14,126890,128170,130659,130979,t,ct_killed,,not_planted,Natus Vincere,FURIA,FURIA,3150,19150,2,0,Full Eco,Semi-Buy,t,natus-vincere-vs-furia-m2-mirage.dem
15,130979,132259,134498,134818,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,25550,21850,3,0,Full Buy,Full Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
16,134818,136098,142307,142307,ct,t_killed,,not_planted,Natus Vincere,FURIA,Natus Vincere,28650,11350,1,1,Full Buy,Semi-Buy,ct,natus-vincere-vs-furia-m2-mirage.dem
1,1,1265,5533,5853,t,ct_killed,4172,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,4450,4800,0,0,Pistol,Pistol,t,natus-vincere-vs-spirit-m1-mirage(1).dem
2,5853,7133,11763,12083,t,bomb_exploded,9139,bombsite_a,Team Spirit,Natus Vincere,Natus Vincere,10650,19450,2,0,Semi-Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
3,12083,13363,18618,18938,t,ct_killed,,not_planted,Team Spirit,Natus Vincere,Natus Vincere,5300,22050,3,0,Semi-Eco,Full Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
4,18938,20218,25623,25943,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,26200,24100,4,0,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
5,25943,27223,36556,36876,t,bomb_exploded,33932,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,28000,22900,2,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
6,36876,40209,49707,50027,t,bomb_exploded,47083,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,26600,23800,3,0,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
7,50027,51307,57866,58186,ct,bomb_defused,56590,bombsite_a,Team Spirit,Natus Vincere,Team Spirit,15050,25300,4,0,Semi-Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
8,58186,59466,61915,62235,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,29300,22500,2,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
9,62235,63515,68000,68320,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,29450,1800,1,2,Full Buy,Full Eco,t,natus-vincere-vs-spirit-m1-mirage(1).dem
10,68320,72569,81171,81491,t,ct_killed,79544,bombsite_a,Team Spirit,Natus Vincere,Natus Vincere,29450,24200,0,3,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
11,81491,84723,87392,87712,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,28550,27450,1,1,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
12,87712,88992,95063,95607,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,30850,13150,0,2,Full Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
13,95607,109524,113346,113666,t,ct_killed,111344,bombsite_a,Natus Vincere,Team Spirit,Team Spirit,4900,4400,1,1,Pistol,Pistol,t,natus-vincere-vs-spirit-m1-mirage(1).dem
14,113666,114946,122260,122580,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,11250,19100,2,0,Semi-Buy,Semi-Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
15,122580,123860,131220,131540,ct,time_ran_out,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,21150,9200,0,1,Full Buy,Semi-Eco,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
16,131540,132820,140630,140950,ct,bomb_defused,138821,bombsite_b,Natus Vincere,Team Spirit,Natus Vincere,25650,3000,0,2,Full Buy,Full Eco,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
17,140950,142230,149590,149910,ct,time_ran_out,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,28950,22550,0,3,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage(1).dem
18,149910,153110,158186,158506,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,28200,18800,0,4,Full Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
19,158506,159786,166388,166708,t,ct_killed,165160,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,29750,7150,0,5,Full Buy,Semi-Eco,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
20,166708,167988,174097,174417,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,24800,28050,1,3,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
21,174417,175697,181095,181095,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,28650,22050,0,4,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage(1).dem
1,1,3135,7561,7881,ct,bomb_defused,5820,bombsite_b,Team Spirit,Natus Vincere,Team Spirit,4750,5050,0,0,Pistol,Pistol,t,natus-vincere-vs-spirit-m1-mirage.dem
2,7881,9161,16521,16841,ct,time_ran_out,,not_planted,Team Spirit,Natus Vincere,Team Spirit,22550,14300,0,2,Full Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
3,16841,18121,23792,24112,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,23000,2800,0,3,Full Buy,Full Eco,t,natus-vincere-vs-spirit-m1-mirage.dem
4,24112,25392,32224,32544,t,ct_killed,30042,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,25500,23400,0,4,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage.dem
5,32544,36058,42408,42728,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,20900,21600,1,2,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
6,42728,44008,48980,49300,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,23000,3450,0,3,Full Buy,Full Eco,t,natus-vincere-vs-spirit-m1-mirage.dem
7,49300,50580,57303,57623,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,26750,26550,0,4,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage.dem
8,57623,58903,65124,65444,ct,bomb_defused,64147,bombsite_b,Team Spirit,Natus Vincere,Team Spirit,28950,8550,0,5,Full Buy,Semi-Eco,ct,natus-vincere-vs-spirit-m1-mirage.dem
9,65444,68904,73408,73728,t,ct_killed,71544,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,29850,27250,0,6,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage.dem
10,73728,75008,82368,82688,ct,time_ran_out,,not_planted,Team Spirit,Natus Vincere,Team Spirit,25300,24450,1,3,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
11,82688,86774,94160,94480,t,ct_killed,92155,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,28700,21600,0,4,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage.dem
12,94480,95760,102396,102940,t,ct_killed,101163,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,21100,26450,1,2,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
13,102940,117775,123485,123805,ct,bomb_defused,121242,bombsite_b,Natus Vincere,Team Spirit,Natus Vincere,4400,4350,1,1,Pistol,Pistol,t,natus-vincere-vs-spirit-m1-mirage.dem
14,123805,128040,132651,132971,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,21200,14800,0,2,Full Buy,Semi-Buy,t,natus-vincere-vs-spirit-m1-mirage.dem
15,132971,134251,140426,140746,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,22600,5050,0,3,Full Buy,Semi-Eco,ct,natus-vincere-vs-spirit-m1-mirage.dem
16,140746,142026,148115,148435,t,ct_killed,146099,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,25050,24100,0,4,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
17,148435,152638,160537,160857,t,bomb_exploded,157913,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,22750,23650,1,2,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m1-mirage.dem
18,160857,162137,165326,165646,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,14100,23150,2,1,Semi-Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
19,165646,166926,174632,174952,t,ct_killed,173280,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,29400,9850,0,2,Full Buy,Semi-Eco,ct,natus-vincere-vs-spirit-m1-mirage.dem
20,174952,176232,182457,182777,t,ct_killed,181416,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,22050,27750,1,0,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
21,182777,184057,190419,190419,t,ct_killed,190261,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,10800,27850,2,0,Semi-Buy,Full Buy,ct,natus-vincere-vs-spirit-m1-mirage.dem
1,1,1266,5399,5719,t,ct_killed,5207,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,4100,4350,0,0,Pistol,Pistol,t,natus-vincere-vs-spirit-m2-dust2-p1.dem
2,5719,6999,14001,14321,t,ct_killed,13460,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,10350,18850,2,0,Semi-Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m2-dust2-p1.dem
3,14321,15601,22053,22373,t,bomb_exploded,19429,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,1600,20800,3,0,Full Eco,Full Buy,t,natus-vincere-vs-spirit-m2-dust2-p1.dem
1,7,3544,10208,10528,ct,t_killed,,,Natus Vincere,Team Spirit,Natus Vincere,26600,26250,0,0,Pistol,Pistol,t,natus-vincere-vs-spirit-m2-dust2-p2.dem
1,7,1994,7160,7480,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,29700,8900,0,0,Pistol,Pistol,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
2,7480,13675,21035,21355,ct,time_ran_out,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,29300,20500,1,2,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
3,21355,22635,29412,29732,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,30250,6350,0,3,Full Buy,Semi-Eco,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
4,29732,31012,34688,35008,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,29650,6200,0,4,Full Buy,Semi-Eco,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
5,35008,38699,44396,44716,t,bomb_exploded,41772,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,30350,25850,0,5,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
6,44716,45996,50870,51190,t,bomb_exploded,48246,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,30350,26950,1,3,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
7,51190,54819,61493,61813,t,ct_killed,,not_planted,Natus Vincere,Team Spirit,Team Spirit,30250,27250,2,2,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
8,61813,63093,66501,67045,t,ct_killed,,not_planted,Natus Vincere,Team Spirit,Team Spirit,32950,28150,3,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
9,67045,81394,87347,87667,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,4250,4750,1,1,Full Eco,Full Eco,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
10,87667,88947,94855,95175,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,17900,3200,0,2,Semi-Buy,Full Eco,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
11,95175,96455,104161,104481,t,bomb_exploded,101537,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,27050,21550,0,3,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
12,104481,105761,112230,112550,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,21650,24450,1,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
13,112550,113830,118925,119245,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,24200,5800,0,2,Pistol,Pistol,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
14,119245,122819,132058,132378,t,bomb_exploded,129434,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,25900,23250,0,3,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
15,132378,133658,138402,138722,t,bomb_exploded,135778,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,25450,27650,1,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
16,138722,140002,147281,147601,t,bomb_exploded,144657,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,14900,27650,2,0,Semi-Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
17,147601,150951,156920,157240,t,ct_killed,156022,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,26600,27550,3,0,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2-p3.dem
18,157240,158520,164976,165296,t,bomb_exploded,162352,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,20700,27650,4,0,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
19,165296,166576,173861,174181,ct,bomb_defused,172826,bombsite_b,Team Spirit,Natus Vincere,Team Spirit,24750,27650,5,0,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
20,174181,175461,180746,180746,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,29400,28250,3,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2-p3.dem
1,1,1264,10015,10335,t,bomb_exploded,7391,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,4550,4600,0,0,Pistol,Pistol,t,natus-vincere-vs-spirit-m2-dust2.dem
2,10335,11615,14108,14428,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,10400,19600,2,0,Semi-Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m2-dust2.dem
3,14428,15708,21305,21625,t,ct_killed,,not_planted,Natus Vincere,Team Spirit,Team Spirit,24200,8850,0,1,Full Buy,Semi-Eco,t,natus-vincere-vs-spirit-m2-dust2.dem
4,21625,22905,31673,31993,t,bomb_exploded,29049,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,11900,22900,1,0,Semi-Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2.dem
5,31993,33273,39940,40260,ct,bomb_defused,38302,bombsite_b,Natus Vincere,Team Spirit,Natus Vincere,3250,26200,2,0,Full Eco,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2.dem
6,40260,44401,52613,52933,t,bomb_exploded,49989,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,29450,23600,0,1,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2.dem
7,52933,56737,63852,64172,t,ct_killed,63146,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,22950,27750,1,0,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2.dem
8,64172,65452,71748,72068,t,bomb_exploded,69124,bombsite_b,Natus Vincere,Team Spirit,Team Spirit,1000,26000,2,0,Full Eco,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2.dem
9,72068,73348,81440,81760,ct,bomb_defused,79455,bombsite_b,Natus Vincere,Team Spirit,Natus Vincere,22500,25800,3,0,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2.dem
10,81760,85899,92632,92952,ct,t_killed,,not_planted,Natus Vincere,Team Spirit,Natus Vincere,26800,27350,1,1,Full Buy,Full Buy,ct,natus-vincere-vs-spirit-m2-dust2.dem
11,92952,94232,100738,101058,ct,bomb_defused,98697,bombsite_b,Natus Vincere,Team Spirit,Natus Vincere,28100,26050,0,2,Full Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2.dem
12,101058,102338,111260,111804,ct,bomb_defused,109446,bombsite_b,Natus Vincere,Team Spirit,Natus Vincere,30500,19750,0,3,Full Buy,Semi-Buy,ct,natus-vincere-vs-spirit-m2-dust2.dem
13,111804,126908,134912,135232,t,bomb_exploded,132288,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,5250,4350,1,1,Pistol,Pistol,t,natus-vincere-vs-spirit-m2-dust2.dem
14,135232,136512,142672,142992,ct,t_killed,,not_planted,Team Spirit,Natus Vincere,Team Spirit,12200,20500,2,0,Semi-Buy,Full Buy,t,natus-vincere-vs-spirit-m2-dust2.dem
15,142992,144272,151205,151525,t,bomb_exploded,148581,bombsite_b,Team Spirit,Natus Vincere,Natus Vincere,24800,7550,0,1,Full Buy,Semi-Eco,ct,natus-vincere-vs-spirit-m2-dust2.dem
