round_num,start,freeze_end,end,official_end,winner,reason,bomb_plant,bomb_site,ct_team_clan_name,t_team_clan_name,winner_clan_name,ct_team_current_equip_value,t_team_current_equip_value,ct_losing_streak,t_losing_streak,ct_buy_type,t_buy_type,advantage_5v4,file_id,event_id,match_name
1,1,1266,6425,6745,ct,bomb_defused,4983,bombsite_b,Astralis,FURIA,Astralis,4200,4750,0,0,Pistol,Pistol,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
2,6745,8025,14127,14447,t,ct_killed,12840,bombsite_b,Astralis,FURIA,FURIA,21600,14300,0,2,Full Buy,Semi-Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
3,14447,15727,22981,23301,t,ct_killed,22335,bombsite_b,Astralis,FURIA,FURIA,7700,27250,1,0,Semi-Eco,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
4,23301,24581,27467,27787,t,ct_killed,26916,bombsite_b,Astralis,FURIA,FURIA,1200,26650,2,0,Full Eco,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
5,27787,29067,36649,36969,t,bomb_exploded,34025,bombsite_b,Astralis,FURIA,FURIA,23800,27550,3,0,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
6,36969,38249,44236,44556,t,bomb_exploded,41612,bombsite_b,Astralis,FURIA,FURIA,5350,26900,4,0,Semi-Eco,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
7,44556,48836,56301,56621,t,bomb_exploded,53677,bombsite_b,Astralis,FURIA,FURIA,27300,27500,5,0,Full Buy,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
8,56621,57901,66774,67094,ct,bomb_defused,65067,bombsite_b,Astralis,FURIA,Astralis,28300,27250,6,0,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
9,67094,68374,76318,76638,ct,bomb_defused,74535,bombsite_b,Astralis,FURIA,Astralis,28850,27250,3,1,Full Buy,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
10,76638,77918,82054,82374,ct,bomb_defused,80100,bombsite_b,Astralis,FURIA,Astralis,29850,15850,2,2,Full Buy,Semi-Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
11,82374,83654,93225,93545,t,bomb_exploded,90601,bombsite_b,Astralis,FURIA,FURIA,31400,27100,1,3,Full Buy,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
12,93545,94825,101089,101633,t,ct_killed,,not_planted,Astralis,FURIA,FURIA,29800,27450,2,1,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
13,101633,115744,119178,119498,t,ct_killed,,not_planted,FURIA,Astralis,Astralis,4250,4500,1,1,Pistol,Pistol,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
14,119498,120778,124220,124540,t,ct_killed,,not_planted,FURIA,Astralis,Astralis,1300,16950,2,0,Full Eco,Semi-Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
15,124540,125820,134918,135238,ct,bomb_defused,133179,bombsite_b,FURIA,Astralis,FURIA,23400,21950,3,0,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
16,135238,136518,145256,145576,t,ct_killed,143208,bombsite_b,FURIA,Astralis,Astralis,22600,22700,1,1,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
17,145576,146856,152180,152500,t,ct_killed,,not_planted,FURIA,Astralis,Astralis,1500,22400,2,0,Full Eco,Full Buy,t,"1,603",1,furia-vs-astralis-m2-dust2.dem
18,152500,155706,163066,163386,ct,time_ran_out,,not_planted,FURIA,Astralis,FURIA,25200,24800,3,0,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
19,163386,164666,172026,172346,ct,time_ran_out,,not_planted,FURIA,Astralis,FURIA,28450,23550,1,1,Full Buy,Full Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
20,172346,175986,182615,182935,ct,bomb_defused,181493,bombsite_b,FURIA,Astralis,FURIA,29500,15350,0,2,Full Buy,Semi-Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
21,182935,184215,188708,188708,ct,bomb_defused,187462,bombsite_b,FURIA,Astralis,FURIA,31150,17100,0,3,Full Buy,Semi-Buy,ct,"1,603",1,furia-vs-astralis-m2-dust2.dem
1,1,1259,5906,6226,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,4400,4550,0,0,Pistol,Pistol,t,"1,604",1,furia-vs-astralis-m3-nuke-p1.dem
2,6226,7506,13733,14053,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,20000,10400,0,2,Full Buy,Semi-Buy,ct,"1,604",1,furia-vs-astralis-m3-nuke-p1.dem
3,14053,15333,16674,16994,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,20950,4550,0,3,Full Buy,Full Eco,t,"1,604",1,furia-vs-astralis-m3-nuke-p1.dem
4,16994,18274,23481,23801,t,ct_killed,22857,bombsite_b,Astralis,FURIA,FURIA,23450,24100,0,4,Full Buy,Full Buy,t,"1,604",1,furia-vs-astralis-m3-nuke-p1.dem
5,23801,25081,34494,34814,t,bomb_exploded,31870,bombsite_b,Astralis,FURIA,FURIA,28500,23400,1,2,Full Buy,Full Buy,ct,"1,604",1,furia-vs-astralis-m3-nuke-p1.dem
6,34814,36094,41589,41909,t,bomb_exploded,38965,bombsite_b,Astralis,FURIA,FURIA,19600,24400,2,1,Semi-Buy,Full Buy,t,"1,604",1,furia-vs-astralis-m3-nuke-p1.dem
1,9,4842,13602,13922,t,bomb_exploded,10978,bombsite_b,Astralis,FURIA,FURIA,23150,25300,0,0,Pistol,Pistol,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
2,13922,23881,31241,31561,ct,time_ran_out,,not_planted,Astralis,FURIA,Astralis,21300,25300,4,0,Full Buy,Full Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
3,31561,35754,44611,44931,t,bomb_exploded,41987,bombsite_b,Astralis,FURIA,FURIA,27950,18500,2,1,Full Buy,Semi-Buy,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
4,44931,46211,52041,52361,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,24500,27850,3,0,Full Buy,Full Buy,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
5,52361,53641,58499,58819,t,bomb_exploded,55875,bombsite_b,Astralis,FURIA,FURIA,27050,19500,1,1,Full Buy,Semi-Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
6,58819,60099,65648,66192,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,27850,26400,2,0,Full Buy,Full Buy,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
7,66192,80139,85758,86078,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,4200,4900,1,1,Full Eco,Full Eco,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
8,86078,87358,90754,91074,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,20200,9750,0,2,Full Buy,Semi-Eco,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
9,91074,92354,99880,100200,ct,bomb_defused,99074,bombsite_b,FURIA,Astralis,FURIA,23050,8900,0,3,Full Buy,Semi-Eco,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
10,100200,101480,110127,110447,t,bomb_exploded,107503,bombsite_b,FURIA,Astralis,Astralis,29750,24800,0,4,Full Buy,Full Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
11,110447,111727,117505,117825,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,25350,23000,1,2,Full Buy,Full Buy,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
12,117825,119105,125101,125421,t,bomb_exploded,122477,bombsite_b,FURIA,Astralis,Astralis,29650,18850,0,3,Full Buy,Semi-Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
13,125421,129232,136034,136354,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,24100,28150,1,1,Pistol,Pistol,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
14,136354,137634,144631,144951,t,ct_killed,144301,bombsite_b,FURIA,Astralis,Astralis,28350,21700,0,2,Full Buy,Full Buy,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
15,144951,149340,153386,153706,t,bomb_exploded,150762,bombsite_b,FURIA,Astralis,Astralis,13300,24900,1,0,Semi-Buy,Full Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
16,153706,154986,159573,159893,t,bomb_exploded,156949,bombsite_b,FURIA,Astralis,Astralis,12700,25000,2,0,Semi-Buy,Full Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
17,159893,161173,166456,166776,t,bomb_exploded,163832,bombsite_b,FURIA,Astralis,Astralis,26700,25300,3,0,Full Buy,Full Buy,t,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
18,166776,168056,172363,172363,t,ct_killed,171096,bombsite_b,FURIA,Astralis,Astralis,29350,26500,4,0,Full Buy,Full Buy,ct,"1,605",1,furia-vs-astralis-m3-nuke-p2.dem
1,1,1264,3939,4259,t,ct_killed,2980,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,4350,4650,0,0,Pistol,Pistol,t,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
2,4259,5539,12806,13126,ct,bomb_defused,11064,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,10200,19900,2,0,Semi-Buy,Semi-Buy,ct,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
3,13126,14406,18449,18769,ct,bomb_defused,16493,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,24850,1000,0,1,Full Buy,Full Eco,t,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
4,18769,20049,26392,26712,t,ct_killed,,not_planted,G2 Esports,FaZe Clan,FaZe Clan,26150,24700,0,2,Full Buy,Full Buy,t,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
5,26712,30407,36235,36555,ct,bomb_defused,35115,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,16950,23650,1,0,Semi-Buy,Full Buy,ct,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
6,36555,37835,43172,43492,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,28600,2600,0,1,Full Buy,Full Eco,t,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
7,43492,44772,52895,53215,t,bomb_exploded,50271,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,29950,23150,0,2,Full Buy,Full Buy,t,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
8,53215,54495,63443,63763,t,bomb_exploded,60819,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,22450,23650,1,0,Full Buy,Full Buy,ct,"1,606",1,g2-vs-faze-m1-ancient-p1.dem
1,7,1455,9903,10223,t,bomb_exploded,7279,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,5250,24750,0,0,Pistol,Pistol,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
2,10223,13739,21099,21419,ct,time_ran_out,,not_planted,G2 Esports,FaZe Clan,G2 Esports,27450,27050,3,0,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
3,21419,25041,32476,32796,ct,bomb_defused,30670,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,28600,11900,1,1,Full Buy,Semi-Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
4,32796,34076,38904,39448,t,ct_killed,37375,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,31550,11550,0,2,Full Buy,Semi-Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
5,39448,53770,60446,60766,ct,bomb_defused,58928,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,5350,4250,1,1,Semi-Eco,Full Eco,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
6,60766,62046,69507,69827,ct,bomb_defused,67368,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,20550,14350,0,2,Full Buy,Semi-Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
7,69827,71107,76661,76981,t,ct_killed,76194,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,23150,17550,0,3,Full Buy,Semi-Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
8,76981,78261,85160,85480,ct,bomb_defused,82838,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,8500,21350,1,1,Semi-Eco,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
9,85480,88979,96339,96659,ct,time_ran_out,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,26800,14200,0,2,Full Buy,Semi-Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
10,96659,97939,103631,103951,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,28100,13650,0,3,Full Buy,Semi-Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
11,103951,105231,110243,110563,t,ct_killed,,not_planted,FaZe Clan,G2 Esports,G2 Esports,28000,15500,0,4,Full Buy,Semi-Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
12,110563,114325,119874,120194,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,22900,22900,1,2,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
13,120194,121474,129845,130165,t,bomb_exploded,127221,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,28300,14500,0,3,Pistol,Pistol,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
14,130165,134003,141019,141339,t,ct_killed,139579,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,20750,25100,1,1,Full Buy,Full Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
15,141339,142619,147348,147668,t,bomb_exploded,144724,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,1000,22550,2,0,Full Eco,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
16,147668,148948,154353,154897,t,ct_killed,153056,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,25950,25100,3,0,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
17,154897,156177,163818,164138,t,ct_killed,162539,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,29000,27250,1,1,Full Buy,Full Buy,t,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
18,164138,167475,175194,175514,ct,bomb_defused,174157,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,30100,27350,2,0,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
19,175514,176794,182377,182921,ct,bomb_defused,180285,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,31650,27750,0,1,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
20,182921,186779,191735,192055,t,ct_killed,189940,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,29750,27550,1,1,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
21,192055,193335,197058,197058,t,ct_killed,195650,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,29250,27650,2,0,Full Buy,Full Buy,ct,"1,607",1,g2-vs-faze-m1-ancient-p2.dem
1,1,1264,6063,6383,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,4250,4250,0,0,Pistol,Pistol,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
2,6383,7663,9796,10116,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,19900,1400,0,2,Semi-Buy,Full Eco,ct,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
3,10116,11396,16365,16685,t,ct_killed,14916,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,20650,22800,0,3,Full Buy,Full Buy,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
4,16685,17965,25325,25645,ct,time_ran_out,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,25000,22750,1,1,Full Buy,Full Buy,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
5,25645,26925,33457,33777,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,28450,15650,0,2,Full Buy,Semi-Buy,ct,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
6,33777,35057,38490,38810,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,29950,3950,0,3,Full Buy,Full Eco,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
7,38810,42504,51616,51936,t,bomb_exploded,48992,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,30950,24500,0,4,Full Buy,Full Buy,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
8,51936,53216,58378,58698,t,bomb_exploded,55754,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,30100,25200,1,2,Full Buy,Full Buy,ct,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
9,58698,62250,71267,71587,t,bomb_exploded,68643,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,26350,25400,2,1,Full Buy,Full Buy,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
10,71587,72867,79777,80097,ct,bomb_defused,77549,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,24950,25300,3,0,Full Buy,Full Buy,ct,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
11,80097,81377,89504,89824,ct,bomb_defused,87782,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,25700,25300,1,1,Full Buy,Full Buy,t,"1,608",1,g2-vs-faze-m2-inferno-p1.dem
1,7,4112,6716,7260,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,25850,28050,0,0,Pistol,Pistol,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
2,7260,21347,25579,25899,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,4200,4950,1,1,Full Eco,Full Eco,ct,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
3,25899,27179,30909,31229,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,18950,4650,0,2,Semi-Buy,Full Eco,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
4,31229,32509,35850,36170,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,22400,8400,0,3,Full Buy,Semi-Eco,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
5,36170,37450,45851,46171,ct,bomb_defused,43393,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,24750,25100,0,4,Full Buy,Full Buy,ct,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
6,46171,47451,54811,55131,ct,time_ran_out,,not_planted,G2 Esports,FaZe Clan,G2 Esports,30350,23600,0,5,Full Buy,Full Buy,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
7,55131,59002,66843,67163,t,bomb_exploded,64219,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,30450,13400,0,6,Full Buy,Semi-Buy,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
8,67163,70874,74975,75295,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,30000,27950,1,3,Full Buy,Full Buy,ct,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
9,75295,78808,86158,86478,ct,bomb_defused,84771,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,30150,23600,0,4,Full Buy,Full Buy,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
10,86478,87758,94408,94728,t,ct_killed,92551,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,30500,23300,0,5,Full Buy,Full Buy,ct,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
11,94728,96008,103329,103649,ct,bomb_defused,101081,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,27350,26650,1,3,Full Buy,Full Buy,t,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
12,103649,104929,112213,112213,ct,bomb_defused,111425,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,25450,21950,0,4,Full Buy,Full Buy,ct,"1,609",1,g2-vs-faze-m2-inferno-p2.dem
1,1,1266,5951,6271,t,ct_killed,4236,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,4000,4700,0,0,Pistol,Pistol,t,"1,610",1,g2-vs-faze-m3-nuke.dem
2,6271,10588,14758,15078,t,ct_killed,14288,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,10700,19250,2,0,Semi-Buy,Semi-Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
3,15078,16358,22030,22350,t,ct_killed,,not_planted,G2 Esports,FaZe Clan,FaZe Clan,2800,21350,3,0,Full Eco,Full Buy,t,"1,610",1,g2-vs-faze-m3-nuke.dem
4,22350,23630,27949,28269,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,26000,23100,4,0,Full Buy,Full Buy,t,"1,610",1,g2-vs-faze-m3-nuke.dem
5,28269,29549,32485,32805,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,28900,27350,2,1,Full Buy,Full Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
6,32805,34085,37000,37320,ct,t_killed,,not_planted,G2 Esports,FaZe Clan,G2 Esports,27500,2000,1,2,Full Buy,Full Eco,t,"1,610",1,g2-vs-faze-m3-nuke.dem
7,37320,38600,43972,44292,t,ct_killed,43001,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,28700,24300,0,3,Full Buy,Full Buy,t,"1,610",1,g2-vs-faze-m3-nuke.dem
8,44292,47600,56372,56692,t,bomb_exploded,53748,bombsite_b,G2 Esports,FaZe Clan,FaZe Clan,28950,27550,1,1,Full Buy,Full Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
9,56692,57972,65921,66241,ct,bomb_defused,65038,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,10950,27750,2,0,Semi-Buy,Full Buy,t,"1,610",1,g2-vs-faze-m3-nuke.dem
10,66241,67521,74736,75056,ct,bomb_defused,72404,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,28800,25200,0,1,Full Buy,Full Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
11,75056,76336,80376,80696,ct,bomb_defused,78167,bombsite_b,G2 Esports,FaZe Clan,G2 Esports,31150,8000,0,2,Full Buy,Semi-Eco,t,"1,610",1,g2-vs-faze-m3-nuke.dem
12,80696,84416,90302,90846,t,ct_killed,,not_planted,G2 Esports,FaZe Clan,FaZe Clan,31650,25450,0,3,Full Buy,Full Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
13,90846,105148,108330,108650,t,ct_killed,107602,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,4000,4750,1,1,Pistol,Pistol,t,"1,610",1,g2-vs-faze-m3-nuke.dem
14,108650,109930,116332,116652,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,10950,20050,2,0,Semi-Buy,Full Buy,t,"1,610",1,g2-vs-faze-m3-nuke.dem
15,116652,120772,126031,126351,t,bomb_exploded,123407,bombsite_b,FaZe Clan,G2 Esports,G2 Esports,25450,8050,0,1,Full Buy,Semi-Eco,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
16,126351,130242,134625,134945,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,14700,23750,1,0,Semi-Buy,Full Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
17,134945,136225,140992,141312,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,27650,10600,0,1,Full Buy,Semi-Buy,t,"1,610",1,g2-vs-faze-m3-nuke.dem
18,141312,142592,147558,147878,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,27050,1100,0,2,Full Buy,Full Eco,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
19,147878,149158,153930,154250,ct,bomb_defused,152368,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,30650,22800,0,3,Full Buy,Full Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
20,154250,155530,159219,159539,ct,t_killed,,not_planted,FaZe Clan,G2 Esports,FaZe Clan,30250,18750,0,4,Full Buy,Semi-Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
21,159539,160819,166867,166867,ct,bomb_defused,165634,bombsite_b,FaZe Clan,G2 Esports,FaZe Clan,30650,19900,0,5,Full Buy,Semi-Buy,ct,"1,610",1,g2-vs-faze-m3-nuke.dem
1,1,1265,5607,5927,ct,t_killed,,not_planted,G2 Esports,Virtus.pro,G2 Esports,4200,4250,0,0,Pistol,Pistol,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
2,5927,7207,15474,15794,ct,bomb_defused,14224,bombsite_b,G2 Esports,Virtus.pro,G2 Esports,20950,1800,0,2,Full Buy,Full Eco,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
3,15794,17074,23997,24317,ct,bomb_defused,22163,bombsite_b,G2 Esports,Virtus.pro,G2 Esports,25800,25200,0,3,Full Buy,Full Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
4,24317,25597,31516,31836,t,bomb_exploded,28892,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,26500,15450,0,4,Full Buy,Semi-Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
5,31836,35121,42481,42801,ct,time_ran_out,,not_planted,G2 Esports,Virtus.pro,G2 Esports,25150,26600,1,2,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
6,42801,44081,52549,52869,t,bomb_exploded,49925,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,24650,25700,0,3,Full Buy,Full Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
7,52869,54149,62404,62724,t,bomb_exploded,59780,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,26050,25600,1,1,Full Buy,Full Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
8,62724,64004,67790,68110,t,ct_killed,,not_planted,G2 Esports,Virtus.pro,Virtus.pro,26000,25600,2,0,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
9,68110,71705,77260,77580,t,ct_killed,75421,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,7000,24050,3,0,Semi-Eco,Full Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
10,77580,81171,86331,86651,t,ct_killed,85321,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,25400,26300,4,0,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
11,86651,87931,91205,91525,ct,t_killed,,not_planted,G2 Esports,Virtus.pro,G2 Esports,9800,26400,5,0,Semi-Eco,Full Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
12,91525,92805,102294,102838,t,bomb_exploded,99670,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,29800,26500,3,1,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
13,102838,117223,122763,123083,ct,bomb_defused,120797,bombsite_b,Virtus.pro,G2 Esports,Virtus.pro,3950,4200,1,1,Pistol,Pistol,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
14,123083,124363,133762,134082,t,bomb_exploded,131138,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,19750,13600,0,2,Semi-Buy,Semi-Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
