round_num,start,freeze_end,end,official_end,winner,reason,bomb_plant,bomb_site,ct_team_clan_name,t_team_clan_name,winner_clan_name,ct_team_current_equip_value,t_team_current_equip_value,ct_losing_streak,t_losing_streak,ct_buy_type,t_buy_type,advantage_5v4,file_id,event_id,match_name
15,134082,135362,144853,145173,t,bomb_exploded,142229,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,11500,23150,1,0,Semi-Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
16,145173,146453,154351,154671,t,bomb_exploded,151727,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,5350,25900,2,0,Semi-Eco,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
17,154671,155951,165003,165323,t,bomb_exploded,162379,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,26250,25800,3,0,Full Buy,Full Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
18,165323,168875,176235,176555,ct,time_ran_out,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,23800,25800,4,0,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
19,176555,177835,184278,184598,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,28050,24900,2,1,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
20,184598,185878,188250,188570,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,27350,6900,1,2,Full Buy,Semi-Eco,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
21,188570,191977,197600,197920,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,28850,21900,0,3,Full Buy,Full Buy,ct,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
22,197920,199200,205846,205846,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,30750,17250,0,4,Full Buy,Semi-Buy,t,"1,611",1,g2-vs-virtus-pro-m1-inferno.dem
23,188675,189955,196187,196507,t,bomb_exploded,193563,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,30800,24700,1,3,Full Buy,Full Buy,t,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
24,196507,200093,205529,206073,ct,t_killed,,not_planted,G2 Esports,Virtus.pro,G2 Esports,33450,25700,2,2,Full Buy,Full Buy,t,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
25,206073,207353,214713,215033,ct,time_ran_out,,not_planted,G2 Esports,Virtus.pro,G2 Esports,29550,27450,1,1,Full Buy,Full Buy,t,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
26,215033,216313,224773,225093,t,ct_killed,222881,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,30150,27550,0,2,Full Buy,Full Buy,ct,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
27,225093,229191,234755,235299,t,ct_killed,233512,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,30800,28050,1,0,Full Buy,Full Buy,t,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
28,235299,239025,246966,247286,t,ct_killed,244399,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,28650,27150,1,1,Full Buy,Full Buy,t,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
29,247286,248566,255926,256246,ct,time_ran_out,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,29300,27750,2,0,Full Buy,Full Buy,ct,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
30,256246,257526,263947,263947,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,30900,27850,0,1,Full Buy,Full Buy,ct,"1,612",1,g2-vs-virtus-pro-m2-mirage.dem
1,1,1266,7920,8240,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,4250,5550,0,0,Pistol,Pistol,t,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
2,8240,9520,12398,12718,t,ct_killed,,not_planted,GamerLegion,Astralis,Astralis,20700,10450,0,2,Full Buy,Semi-Buy,ct,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
3,12718,13998,21061,21381,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,7450,25250,1,0,Semi-Eco,Full Buy,t,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
4,21381,22661,32056,32376,t,bomb_exploded,29432,bombsite_b,GamerLegion,Astralis,Astralis,23500,14050,0,1,Full Buy,Semi-Buy,t,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
5,32376,33656,41180,41500,t,ct_killed,40782,bombsite_b,GamerLegion,Astralis,Astralis,12900,26100,1,0,Semi-Buy,Full Buy,ct,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
6,41500,42780,48689,49009,t,ct_killed,47091,bombsite_b,GamerLegion,Astralis,Astralis,1100,23150,2,0,Full Eco,Full Buy,t,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
6,39939,41219,50813,51261,t,bomb_exploded,48189,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,28750,25500,1,1,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
7,51261,52541,60061,60509,t,bomb_exploded,57437,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,21150,27350,2,0,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
8,60509,64045,69361,69809,t,ct_killed,,not_planted,Virtus.pro,G2 Esports,G2 Esports,11250,27250,3,0,Semi-Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
9,69809,71089,76445,76893,t,bomb_exploded,73821,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,27850,27850,4,0,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
10,76893,78173,85020,85468,t,ct_killed,83779,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,10700,27150,5,0,Semi-Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
11,85468,86748,92141,92589,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,25450,28150,6,0,Full Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
12,92589,93869,99728,103568,t,ct_killed,,not_planted,Virtus.pro,G2 Esports,G2 Esports,30000,28150,3,1,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
13,103568,104848,109304,109752,ct,bomb_defused,106802,bombsite_b,G2 Esports,Virtus.pro,G2 Esports,4750,4150,1,1,Pistol,Pistol,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
14,109752,111032,117287,117735,t,ct_killed,115309,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,21150,14100,0,2,Full Buy,Semi-Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
15,117735,122057,129099,129547,t,bomb_exploded,126475,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,10500,21550,1,0,Semi-Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
16,129547,130827,134322,134770,t,ct_killed,,not_planted,G2 Esports,Virtus.pro,Virtus.pro,8750,22550,2,0,Semi-Eco,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
17,139773,142706,150742,151190,t,bomb_exploded,148118,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,22650,27050,3,0,Full Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
18,151190,155273,162633,163081,ct,time_ran_out,,not_planted,G2 Esports,Virtus.pro,G2 Esports,15500,27650,4,0,Semi-Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
19,163081,164361,171897,172345,t,ct_killed,171664,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,27050,25950,2,1,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
20,172345,176145,184592,185040,ct,bomb_defused,183075,bombsite_b,G2 Esports,Virtus.pro,G2 Esports,28050,27150,3,0,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
21,185040,188361,191994,192442,t,ct_killed,190847,bombsite_b,G2 Esports,Virtus.pro,Virtus.pro,31500,22450,1,1,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
2,8867,10147,16941,17389,t,bomb_exploded,14317,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,21350,15100,0,2,Full Buy,Semi-Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
3,17389,18669,27032,27480,t,bomb_exploded,24408,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,13750,23000,1,0,Semi-Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
4,27480,28760,32604,33052,t,ct_killed,32596,bombsite_b,Virtus.pro,G2 Esports,G2 Esports,10450,28550,2,0,Semi-Buy,Full Buy,ct,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
5,33052,34332,39491,39939,ct,t_killed,,not_planted,Virtus.pro,G2 Esports,Virtus.pro,23600,28250,3,0,Full Buy,Full Buy,t,"1,745",2,g2-vs-virtus-pro-m2-mirage.dem
7,49009,52526,58375,58695,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,24400,23750,3,0,Full Buy,Full Buy,t,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
8,58695,59975,67738,68058,ct,bomb_defused,66582,bombsite_b,GamerLegion,Astralis,GamerLegion,25200,25000,1,1,Full Buy,Full Buy,ct,"1,613",1,gamerlegion-vs-astralis-m1-nuke-p1.dem
1,7,2008,7933,8253,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,29000,20650,0,0,Pistol,Pistol,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
2,8253,9533,14278,14598,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,29000,3800,0,3,Full Buy,Full Eco,ct,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
3,14598,18549,25090,25410,t,ct_killed,23603,bombsite_b,GamerLegion,Astralis,Astralis,29600,24200,0,4,Full Buy,Full Buy,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
4,25410,26690,33078,33622,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,21400,24100,1,2,Full Buy,Full Buy,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
5,33622,47881,52003,52323,ct,t_killed,,not_planted,Astralis,GamerLegion,Astralis,4000,3550,1,1,Full Eco,Full Eco,ct,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
6,52323,53603,58229,58549,ct,t_killed,,not_planted,Astralis,GamerLegion,Astralis,20850,1500,0,2,Full Buy,Full Eco,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
7,58549,59829,66161,66481,t,ct_killed,65005,bombsite_b,Astralis,GamerLegion,GamerLegion,23850,23000,0,3,Full Buy,Full Buy,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
8,66481,67761,75835,76155,t,ct_killed,74216,bombsite_b,Astralis,GamerLegion,GamerLegion,24000,23750,1,1,Full Buy,Full Buy,ct,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
9,76155,77435,83532,83852,t,ct_killed,82055,bombsite_b,Astralis,GamerLegion,GamerLegion,1700,25750,2,0,Full Eco,Full Buy,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
10,83852,87617,93815,94135,t,ct_killed,92397,bombsite_b,Astralis,GamerLegion,GamerLegion,21900,26250,3,0,Full Buy,Full Buy,ct,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
11,94135,95415,102922,103242,t,ct_killed,102487,bombsite_b,Astralis,GamerLegion,GamerLegion,7450,27450,4,0,Semi-Eco,Full Buy,t,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
12,103242,104522,109883,109883,t,ct_killed,108813,bombsite_b,Astralis,GamerLegion,GamerLegion,27250,27750,5,0,Full Buy,Full Buy,ct,"1,614",1,gamerlegion-vs-astralis-m1-nuke-p2.dem
1,1,1266,4138,4458,t,ct_killed,3498,bombsite_b,Astralis,GamerLegion,GamerLegion,4300,4200,0,0,Pistol,Pistol,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
2,4458,5738,14730,15050,t,bomb_exploded,12106,bombsite_b,Astralis,GamerLegion,GamerLegion,10000,19950,2,0,Semi-Buy,Semi-Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
3,15050,19318,22907,23227,t,ct_killed,21893,bombsite_b,Astralis,GamerLegion,GamerLegion,6100,23400,3,0,Semi-Eco,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
4,23227,24507,27396,27716,t,ct_killed,26671,bombsite_b,Astralis,GamerLegion,GamerLegion,25250,23400,4,0,Full Buy,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
5,27716,28996,34952,35272,t,ct_killed,34495,bombsite_b,Astralis,GamerLegion,GamerLegion,8200,26100,5,0,Semi-Eco,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
6,35272,41096,46136,46456,ct,t_killed,,not_planted,Astralis,GamerLegion,Astralis,27700,25900,6,0,Full Buy,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
7,46456,47736,52404,52724,t,bomb_exploded,49780,bombsite_b,Astralis,GamerLegion,GamerLegion,24900,27150,3,1,Full Buy,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
8,52724,54004,61793,62113,t,bomb_exploded,59169,bombsite_b,Astralis,GamerLegion,GamerLegion,25700,27450,4,0,Full Buy,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
9,62113,63393,67488,67808,t,ct_killed,65561,bombsite_b,Astralis,GamerLegion,GamerLegion,24650,27450,5,0,Full Buy,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
10,67808,69088,71372,71692,t,ct_killed,,not_planted,Astralis,GamerLegion,GamerLegion,10550,27750,6,0,Semi-Buy,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
11,71692,74892,82178,82498,ct,t_killed,,not_planted,Astralis,GamerLegion,Astralis,29200,27750,7,0,Full Buy,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
12,82498,86184,92533,93077,ct,t_killed,,not_planted,Astralis,GamerLegion,Astralis,31400,27950,3,1,Full Buy,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
13,93077,106888,110393,110713,t,ct_killed,,not_planted,GamerLegion,Astralis,Astralis,4200,4350,1,1,Pistol,Pistol,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
14,110713,111993,115984,116304,t,ct_killed,,not_planted,GamerLegion,Astralis,Astralis,12550,19500,2,0,Semi-Buy,Semi-Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
15,116304,117584,121546,121866,t,ct_killed,119798,bombsite_b,GamerLegion,Astralis,Astralis,2000,21750,3,0,Full Eco,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
16,121866,123146,127004,127324,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,26800,23900,4,0,Full Buy,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
17,127324,128604,137523,137843,t,bomb_exploded,134899,bombsite_b,GamerLegion,Astralis,Astralis,26700,22000,2,1,Full Buy,Full Buy,t,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
18,137843,139123,145302,145622,ct,t_killed,,not_planted,GamerLegion,Astralis,GamerLegion,26350,22600,3,0,Full Buy,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
19,145622,149792,155277,155597,ct,bomb_defused,154442,bombsite_b,GamerLegion,Astralis,GamerLegion,28650,20500,1,1,Full Buy,Full Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
20,155597,156877,163504,163504,ct,bomb_defused,161597,bombsite_b,GamerLegion,Astralis,GamerLegion,29550,14300,0,2,Full Buy,Semi-Buy,ct,"1,615",1,gamerlegion-vs-astralis-m2-mirage.dem
1,1,1266,9048,9368,t,bomb_exploded,6424,bombsite_b,Team Spirit,GamerLegion,GamerLegion,4050,4000,0,0,Pistol,Pistol,t,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
2,9368,10648,12837,13157,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,11250,21650,2,0,Semi-Buy,Full Buy,ct,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
3,13157,14437,19278,19598,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,24400,8000,0,1,Full Buy,Semi-Eco,t,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
4,19598,20878,26452,26772,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,24200,1500,0,2,Full Buy,Full Eco,t,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
5,26772,28052,36336,36656,t,ct_killed,35220,bombsite_b,Team Spirit,GamerLegion,GamerLegion,28800,22200,0,3,Full Buy,Full Buy,ct,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
6,36656,40664,49791,50111,t,bomb_exploded,47167,bombsite_b,Team Spirit,GamerLegion,GamerLegion,23250,25000,1,1,Full Buy,Full Buy,t,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
7,50111,51391,56809,57129,t,ct_killed,55270,bombsite_b,Team Spirit,GamerLegion,GamerLegion,6100,27450,2,0,Semi-Eco,Full Buy,t,"1,616",1,gamerlegion-vs-spirit-m1-anubis-p1.dem
1,7,4498,11858,12178,ct,time_ran_out,,not_planted,Team Spirit,GamerLegion,Team Spirit,22350,27350,0,0,Pistol,Pistol,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
2,12178,13458,20337,20657,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,25150,27550,1,1,Full Buy,Full Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
3,20657,24852,33200,33520,t,bomb_exploded,30576,bombsite_b,Team Spirit,GamerLegion,GamerLegion,29250,8500,0,2,Full Buy,Semi-Eco,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
4,33520,37332,44268,44588,t,bomb_exploded,41644,bombsite_b,Team Spirit,GamerLegion,GamerLegion,18800,27700,1,0,Semi-Buy,Full Buy,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
5,44588,45868,52696,53240,t,ct_killed,51742,bombsite_b,Team Spirit,GamerLegion,GamerLegion,20800,28050,2,0,Full Buy,Full Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
6,53240,67464,73886,74206,ct,t_killed,,not_planted,GamerLegion,Team Spirit,GamerLegion,4600,4250,1,1,Full Eco,Full Eco,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
7,74206,75486,80620,80940,ct,t_killed,,not_planted,GamerLegion,Team Spirit,GamerLegion,19400,1500,0,2,Semi-Buy,Full Eco,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
8,80940,82220,89580,89900,ct,time_ran_out,,not_planted,GamerLegion,Team Spirit,GamerLegion,24050,22300,0,3,Full Buy,Full Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
9,89900,91180,96590,96910,ct,t_killed,,not_planted,GamerLegion,Team Spirit,GamerLegion,28950,14800,0,4,Full Buy,Semi-Buy,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
10,96910,100194,106343,106663,t,ct_killed,106145,bombsite_b,GamerLegion,Team Spirit,Team Spirit,30450,19350,0,5,Full Buy,Semi-Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
11,106663,107943,111419,111739,t,ct_killed,110983,bombsite_b,GamerLegion,Team Spirit,Team Spirit,23850,23800,1,3,Full Buy,Full Buy,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
12,111739,113019,116890,117210,t,ct_killed,,not_planted,GamerLegion,Team Spirit,Team Spirit,1000,23950,2,2,Full Eco,Full Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
13,117210,118490,127336,127656,ct,bomb_defused,125672,bombsite_b,GamerLegion,Team Spirit,GamerLegion,24050,25600,3,1,Pistol,Pistol,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
14,127656,128936,137743,138063,t,bomb_exploded,135119,bombsite_b,GamerLegion,Team Spirit,Team Spirit,27200,27350,1,2,Full Buy,Full Buy,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
15,138063,139343,146602,146922,t,bomb_exploded,143978,bombsite_b,GamerLegion,Team Spirit,Team Spirit,10950,26100,2,0,Semi-Buy,Full Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
16,146922,150594,159156,159476,t,bomb_exploded,156532,bombsite_b,GamerLegion,Team Spirit,Team Spirit,25400,27650,3,0,Full Buy,Full Buy,ct,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
17,159476,160756,165936,165936,ct,bomb_defused,163763,bombsite_b,GamerLegion,Team Spirit,GamerLegion,28850,27950,4,0,Full Buy,Full Buy,t,"1,617",1,gamerlegion-vs-spirit-m1-anubis-p2.dem
1,1,1266,5964,6284,t,bomb_exploded,3340,bombsite_b,Team Spirit,GamerLegion,GamerLegion,4350,4300,0,0,Pistol,Pistol,t,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
2,6284,7564,15327,15647,ct,bomb_defused,13871,bombsite_b,Team Spirit,GamerLegion,Team Spirit,11250,19450,2,0,Semi-Buy,Semi-Buy,ct,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
3,15647,16927,19304,19624,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,24950,11950,0,1,Full Buy,Semi-Buy,t,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
4,19624,20904,23380,23700,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,26150,1000,0,2,Full Buy,Full Eco,t,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
5,23700,24980,30950,31270,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,30050,22900,0,3,Full Buy,Full Buy,ct,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
6,31270,32550,34899,35219,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,29850,7800,0,4,Full Buy,Semi-Eco,t,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
7,35219,38697,47426,47746,ct,bomb_defused,45254,bombsite_b,Team Spirit,GamerLegion,Team Spirit,30450,25300,0,5,Full Buy,Full Buy,t,"1,618",1,gamerlegion-vs-spirit-m2-ancient-p1.dem
1,7,4487,9455,9775,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,30650,22800,0,0,Pistol,Pistol,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
2,9775,11055,16629,16949,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,30250,12350,0,7,Full Buy,Semi-Buy,ct,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
3,16949,18229,24237,24557,t,ct_killed,21856,bombsite_b,Team Spirit,GamerLegion,GamerLegion,30850,23900,0,8,Full Buy,Full Buy,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
4,24557,28091,34893,35213,t,ct_killed,34584,bombsite_b,Team Spirit,GamerLegion,GamerLegion,29950,20000,1,3,Full Buy,Full Buy,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
5,35213,36493,42756,43300,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,26000,26050,2,2,Full Buy,Full Buy,ct,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
6,43300,57526,61080,61400,ct,t_killed,,not_planted,GamerLegion,Team Spirit,GamerLegion,4200,5800,1,1,Full Eco,Semi-Eco,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
7,61400,62680,66848,67168,t,ct_killed,65013,bombsite_b,GamerLegion,Team Spirit,Team Spirit,20100,10100,0,2,Full Buy,Semi-Buy,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
8,67168,68448,70469,70789,t,ct_killed,,not_planted,GamerLegion,Team Spirit,Team Spirit,8250,23500,1,0,Semi-Eco,Full Buy,ct,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
9,70789,72069,76833,77153,t,ct_killed,,not_planted,GamerLegion,Team Spirit,Team Spirit,1000,24250,2,0,Full Eco,Full Buy,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
10,77153,78433,86526,86846,ct,bomb_defused,85227,bombsite_b,GamerLegion,Team Spirit,GamerLegion,22950,24250,3,0,Full Buy,Full Buy,ct,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
11,86846,88126,97256,97576,ct,bomb_defused,95256,bombsite_b,GamerLegion,Team Spirit,GamerLegion,26700,24900,1,1,Full Buy,Full Buy,t,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
12,97576,101649,109547,109547,t,ct_killed,108736,bombsite_b,GamerLegion,Team Spirit,Team Spirit,28650,24400,0,2,Full Buy,Full Buy,ct,"1,619",1,gamerlegion-vs-spirit-m2-ancient-p2.dem
1,1,1264,3850,4170,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,4200,4300,0,0,Pistol,Pistol,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
2,4170,5450,10797,11117,ct,bomb_defused,8727,bombsite_b,Team Spirit,GamerLegion,Team Spirit,19750,9700,0,2,Semi-Buy,Semi-Eco,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
3,11117,12397,17136,17456,t,bomb_exploded,14512,bombsite_b,Team Spirit,GamerLegion,GamerLegion,28550,9300,0,3,Full Buy,Semi-Eco,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
4,17456,20950,29036,29356,t,ct_killed,27070,bombsite_b,Team Spirit,GamerLegion,GamerLegion,17700,25700,1,1,Semi-Buy,Full Buy,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
5,29356,30636,32821,33141,t,ct_killed,,not_planted,Team Spirit,GamerLegion,GamerLegion,1000,25900,2,0,Full Eco,Full Buy,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
6,33141,34421,41781,42101,ct,time_ran_out,,not_planted,Team Spirit,GamerLegion,Team Spirit,22800,25900,3,0,Full Buy,Full Buy,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
7,42101,45802,53636,53956,t,bomb_exploded,51012,bombsite_b,Team Spirit,GamerLegion,GamerLegion,25900,27350,1,1,Full Buy,Full Buy,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
8,53956,55236,62335,62655,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,25100,27450,2,0,Full Buy,Full Buy,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
